date,equity
2026-01-26,99995.79649877916
2026-01-27,100187.70808538115
2026-01-28,100038.18989361092
2026-01-29,100033.98630888695
2026-01-30,99922.57029236204
2026-02-02,100017.6808147226
2026-02-03,99972.84383022659
2026-02-04,99989.1472414203
2026-02-05,99823.38131348976
2026-02-06,100057.08437030601
2026-02-09,100190.2413928785
2026-02-10,100156.27334917829
2026-02-11,100187.52311619422
2026-02-12,100092.41259383367
2026-02-13,100085.6179436083
2026-02-17,100153.39031451558
2026-02-18,100152.1102605362
2026-02-19,100136.20061597734
2026-02-20,100171.69150584997
2026-02-23,100150.47864643816
2026-02-24,100146.27325467521
2026-02-25,100044.4472959023
2026-02-26,100052.48553875973
2026-02-27,100087.32100544231
2026-03-02,100341.88795635261
2026-03-03,100698.28189302483
2026-03-04,100566.97929614095
2026-03-05,100796.13312011973
2026-03-06,100794.30065353299
2026-03-09,100818.54381448036
2026-03-10,100820.40874631896
2026-03-11,100811.7058898979
2026-03-12,100735.24701985577
2026-03-13,100664.38246885224
2026-03-16,100749.54419531542
2026-03-17,100772.54422719615
2026-03-18,100670.59859066276
2026-03-19,100656.3009387259
2026-03-20,100500.43774302071
2026-03-23,100496.27975149071
2026-03-24,100428.92996425071
2026-03-25,100601.69719831561
2026-03-26,100367.43682595005
2026-03-27,100263.4827035788
2026-03-30,100324.97695892105
2026-03-31,100695.56217801312
2026-04-01,100694.85001636848
2026-04-02,100685.1267245477
2026-04-06,100698.73922182297
2026-04-07,100691.95241969479
2026-04-08,100691.95241969479
